<NUMBER OF ZONES> 98
<NUMBER OF NODES> 975
<FIRST THRU NODE> 99
<NUMBER OF LINKS> 2184
<END OF METADATA> 



	Init node 	Term node 	Capacity 	Length 	Free Flow Time 	B 	Power 	Speed limit 	Toll 	Type 	; 
 	170 	175 	  2800.000 	223.000 	 7.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	171 	31  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	171 	106 	  2800.000 	401.000 	14.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	171 	169 	  2800.000 	 24.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	172 	173 	   900.000 	 33.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	172 	215 	  2800.000 	435.000 	18.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	172 	606 	   900.000 	176.000 	 4.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	173 	172 	   900.000 	 33.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	173 	217 	  2800.000 	196.000 	 9.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	173 	446 	   900.000 	296.000 	10.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	174 	132 	  2800.000 	 37.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	174 	203 	  2800.000 	178.000 	 4.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	175 	70  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	175 	89  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	175 	176 	  2800.000 	 34.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	176 	147 	  2800.000 	 90.000 	 5.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	177 	174 	  2800.000 	 43.000 	 5.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	177 	587 	  2400.000 	251.000 	 6.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	178 	179 	  2800.000 	 21.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	179 	189 	  2800.000 	 99.000 	 8.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	180 	181 	  2800.000 	 21.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	181 	178 	  2800.000 	234.000 	 5.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	181 	183 	   900.000 	 36.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	182 	175 	  2800.000 	 37.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	182 	185 	  2800.000 	254.000 	21.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	183 	115 	  2800.000 	122.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	183 	180 	   900.000 	 37.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	183 	555 	   900.000 	 93.000 	 2.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	184 	65  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	184 	183 	  2800.000 	246.000 	 9.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	185 	186 	  2800.000 	 25.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	185 	255 	  2800.000 	302.000 	 8.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	186 	171 	  2800.000 	 33.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	186 	172 	  2800.000 	369.000 	18.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	187 	91  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	188 	91  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	188 	173 	  2800.000 	201.000 	10.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	188 	187 	   900.000 	 33.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	188 	508 	   900.000 	567.000 	20.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	189 	197 	  2800.000 	 34.000 	 2.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	189 	210 	  2800.000 	174.000 	 4.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	190 	95  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	190 	107 	  2800.000 	403.000 	19.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	190 	191 	   900.000 	 26.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	191 	190 	   900.000 	 26.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	191 	527 	   900.000 	178.000 	13.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	191 	966 	  2800.000 	145.000 	 5.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	192 	193 	  2800.000 	 30.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	192 	424 	  2800.000 	164.000 	 6.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	193 	201 	  2800.000 	 21.000 	 2.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	193 	271 	  2400.000 	 68.000 	 2.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	194 	126 	  2800.000 	123.000 	 5.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	195 	156 	  2800.000 	164.000 	14.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	196 	190 	  2800.000 	 70.000 	 4.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	197 	168 	  2800.000 	 32.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	197 	214 	  2800.000 	206.000 	 5.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	198 	194 	  2800.000 	115.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	199 	95  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	199 	191 	  2800.000 	184.000 	 9.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	199 	526 	   600.000 	178.000 	 7.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	200 	27  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	200 	132 	  2800.000 	142.000 	15.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	201 	202 	  2800.000 	 29.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	201 	206 	  2800.000 	162.000 	 4.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	202 	192 	  2800.000 	 21.000 	 2.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	202 	249 	  2800.000 	191.000 	 9.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	203 	27  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	203 	149 	  2800.000 	231.000 	18.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	204 	62  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	204 	205 	   600.000 	 34.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	204 	219 	  2800.000 	105.000 	 4.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	205 	204 	   600.000 	 34.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	205 	212 	  2800.000 	184.000 	 5.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	206 	62  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	206 	204 	  2800.000 	181.000 	 8.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	206 	212 	   600.000 	 32.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	207 	208 	  2800.000 	148.000 	 7.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	207 	503 	  2800.000 	222.000 	18.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	208 	188 	  2800.000 	247.000 	 9.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	208 	215 	   900.000 	 37.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	208 	436 	   900.000 	101.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	209 	54  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	209 	84  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	209 	213 	  2800.000 	110.000 	 3.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	210 	211 	  2800.000 	 95.000 	 2.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	210 	218 	   900.000 	 37.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	210 	309 	   900.000 	166.000 	 5.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	211 	54  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	211 	113 	  2800.000 	308.000 	20.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	212 	202 	  2800.000 	166.000 	15.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	212 	206 	   600.000 	 32.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	213 	54  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	213 	218 	  2800.000 	190.000 	 6.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	214 	205 	  2800.000 	103.000 	 5.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	214 	219 	  2800.000 	 33.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	215 	91  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	215 	207 	  2800.000 	156.000 	15.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	215 	208 	   900.000 	 37.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	216 	31  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	216 	171 	  2800.000 	163.000 	19.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	217 	31  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	217 	216 	  2800.000 	 12.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	217 	352 	  2400.000 	430.000 	 9.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	218 	54  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	218 	197 	  2800.000 	172.000 	15.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	218 	210 	   900.000 	 37.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	219 	66  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	219 	168 	  2800.000 	201.000 	12.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	219 	214 	  2800.000 	 33.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	220 	233 	  2800.000 	136.000 	 6.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	221 	242 	  2800.000 	152.000 	10.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	222 	7   	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	222 	223 	  2800.000 	126.000 	 9.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	223 	7   	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	223 	231 	  2400.000 	 30.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	223 	240 	  2800.000 	 51.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	223 	679 	  2400.000 	194.000 	 9.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	224 	83  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	224 	225 	  2800.000 	 62.000 	 6.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	225 	83  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	225 	238 	  2800.000 	 24.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	225 	274 	   900.000 	 70.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	226 	227 	  2800.000 	 39.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	226 	336 	  2400.000 	448.000 	12.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	227 	220 	  2800.000 	362.000 	14.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	227 	237 	  2400.000 	 18.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	228 	225 	   900.000 	 23.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	228 	245 	  2800.000 	 55.000 	 2.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	229 	231 	  2800.000 	 92.000 	 7.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	229 	646 	   900.000 	125.000 	 4.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	230 	222 	  2800.000 	114.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	231 	223 	  2800.000 	 30.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	231 	232 	  2800.000 	103.000 	 3.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	231 	646 	   900.000 	105.000 	 3.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	232 	7   	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	232 	241 	  2800.000 	139.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	233 	234 	  2800.000 	 92.000 	 3.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	234 	228 	  2800.000 	 24.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	234 	333 	   900.000 	236.000 	 7.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	235 	230 	  2800.000 	 46.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	236 	226 	  2400.000 	 18.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	237 	236 	  2800.000 	 39.000 	 2.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	237 	419 	  2400.000 	133.000 	 4.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	238 	83  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	238 	221 	  2800.000 	231.000 	13.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	238 	234 	   900.000 	 23.000 	 2.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	239 	261 	  2800.000 	272.000 	 9.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	240 	239 	  2800.000 	 64.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	241 	7   	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	241 	243 	  2800.000 	 48.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	242 	237 	  2800.000 	210.000 	27.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	243 	244 	  2800.000 	 56.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	243 	963 	  2800.000 	161.000 	 3.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	244 	655 	   600.000 	140.000 	 4.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	244 	962 	  2800.000 	106.000 	 2.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	245 	251 	  2800.000 	158.000 	 6.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	246 	235 	  2800.000 	132.000 	 2.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	247 	52  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	247 	53  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	247 	224 	  2800.000 	150.000 	17.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	248 	52  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	248 	53  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	248 	247 	   600.000 	 73.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	249 	53  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	249 	250 	  2800.000 	136.000 	 7.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	250 	53  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	250 	252 	  2800.000 	 39.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	252 	247 	  2800.000 	 61.000 	 5.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	253 	254 	  2800.000 	 87.000 	 4.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	254 	192 	  2800.000 	194.000 	 9.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	255 	256 	  2800.000 	589.000 	16.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	256 	260 	  2800.000 	 14.000 	 0.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	256 	401 	   900.000 	113.000 	 5.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	257 	92  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	257 	186 	  2800.000 	504.000 	17.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	258 	11  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	258 	229 	  2800.000 	301.000 	12.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	258 	261 	  2800.000 	 23.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	258 	888 	   900.000 	 90.000 	 2.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	259 	256 	   900.000 	 26.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	259 	257 	  2800.000 	401.000 	11.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	259 	839 	   900.000 	 85.000 	 2.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	260 	259 	   900.000 	 25.000 	 2.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	260 	604 	  2800.000 	276.000 	 7.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	261 	262 	  2800.000 	 16.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	261 	788 	   900.000 	339.000 	 8.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	262 	258 	  2800.000 	 19.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	262 	891 	  2800.000 	115.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	263 	60  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	263 	267 	  2400.000 	 63.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	264 	59  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	264 	61  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	264 	62  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	264 	270 	  2400.000 	197.000 	 8.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	265 	60  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	265 	288 	  2400.000 	176.000 	 9.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	266 	62  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	266 	145 	   900.000 	265.000 	 7.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	266 	269 	   900.000 	271.000 	 6.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	267 	60  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	267 	268 	   600.000 	293.000 	11.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	267 	273 	  2400.000 	198.000 	 7.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	268 	27  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	268 	63  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	268 	150 	   600.000 	142.000 	12.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	268 	267 	   600.000 	293.000 	18.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	269 	59  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	269 	61  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	269 	201 	  2400.000 	418.000 	17.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	269 	270 	   900.000 	 24.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	270 	61  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	270 	269 	   900.000 	 24.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	270 	272 	  2400.000 	643.000 	19.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	271 	264 	  2400.000 	149.000 	 4.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	272 	60  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	272 	63  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	272 	86  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	272 	265 	  2400.000 	199.000 	10.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	272 	273 	  2400.000 	 27.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	273 	63  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	273 	86  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	273 	272 	  2400.000 	 27.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	273 	323 	  2400.000 	 75.000 	 2.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	274 	83  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	274 	275 	   900.000 	 23.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	274 	287 	   900.000 	482.000 	12.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	275 	238 	   900.000 	 79.000 	 4.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	275 	274 	   900.000 	 23.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	276 	57  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	276 	198 	   600.000 	212.000 	 5.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	276 	277 	   900.000 	117.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	276 	358 	   900.000 	192.000 	 4.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	277 	58  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	277 	276 	   900.000 	117.000 	 3.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	277 	353 	   900.000 	514.000 	13.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	278 	23  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	278 	284 	   900.000 	 16.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	278 	834 	  2400.000 	448.000 	11.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	279 	358 	  2400.000 	324.000 	 6.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	280 	627 	  2400.000 	 18.000 	 0.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	280 	876 	   900.000 	 25.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	281 	282 	   900.000 	 20.000 	 0.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	282 	280 	  2400.000 	205.000 	10.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	282 	838 	   900.000 	 30.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	283 	280 	   900.000 	 14.000 	 0.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	283 	281 	  2400.000 	191.000 	 5.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	284 	355 	   900.000 	385.000 	 9.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	284 	359 	  2400.000 	 27.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	285 	58  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	285 	277 	   900.000 	120.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	286 	19  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	286 	290 	  2400.000 	 32.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	286 	389 	  2800.000 	161.000 	 4.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	287 	114 	   900.000 	316.000 	23.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	287 	289 	   600.000 	 19.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	288 	291 	  2800.000 	 36.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	288 	676 	  2400.000 	280.000 	 8.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	289 	275 	   900.000 	479.000 	12.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	289 	287 	   600.000 	 19.000 	 0.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
